Source Type,Source ID,Target Type,Target ID,Label
Patient,TCGA-BP-4158,Disease,MONDO:0012057,Has
Patient,TCGA-AG-3580,Disease,Orphanet:167,Has
Patient,TCGA-FU-A3TX,Disease,MONDO:0000904,Has
Patient,TCGA-AA-3844,Disease,H02106,Has
Patient,TCGA-CH-5753,Disease,Orphanet:139557,Has
Patient,TCGA-DW-7841,Disease,Orphanet:168549,Has
Patient,TCGA-44-2661,Disease,EFO:0004922,Has
Patient,TCGA-BQ-7055,Disease,H01523,Has
Patient,TCGA-BP-4344,Disease,H00700,Has
Patient,TCGA-GI-A2C8,Disease,Orphanet:99,Has
Patient,TCGA-BQ-7058,Disease,Orphanet:2315,Has
Patient,TCGA-AA-3979,Disease,Orphanet:263508,Has
Patient,TCGA-CQ-A4C7,Disease,Orphanet:254892,Has
Patient,TCGA-IK-8125,Disease,Orphanet:79408,Has
Patient,TCGA-A3-3343,Disease,H01253,Has
Patient,TCGA-AG-3906,Disease,Orphanet:79091,Has
Patient,TARGET-10-PANNGL,Disease,Orphanet:2268,Has
Disease,Orphanet:99000,Disease,Orphanet:2850,Comorbid_With
Disease,H01034,Disease,H01193,Comorbid_With
Disease,Orphanet:86820,Disease,H00455,Comorbid_With
Disease,H02068,Disease,EFO:1001142,Comorbid_With
Disease,MONDO:0007564,Disease,MONDO:0014741,Comorbid_With
Disease,Orphanet:247,Disease,Orphanet:175,Comorbid_With
Disease,H00804,Disease,H02037,Comorbid_With
Disease,Orphanet:247,Disease,H00593,Comorbid_With
Disease,Orphanet:263508,Disease,Orphanet:1253,Comorbid_With
Disease,MONDO:0007806,Disease,EFO:0003105,Comorbid_With
Disease,Orphanet:163665,Disease,EFO:1000938,Comorbid_With
Disease,H01195,Disease,Orphanet:573,Comorbid_With
Disease,MONDO:0012590,Disease,MONDO:0060724,Comorbid_With
Disease,H00839,Disease,H00073,Comorbid_With
Disease,H02043,Disease,Orphanet:1839,Comorbid_With
Disease,H02092,Disease,H00466,Comorbid_With
Disease,Orphanet:254892,Disease,EFO:1000938,Comorbid_With
Disease,H00150,Disease,H01973,Comorbid_With
Disease,H01762,Disease,MONDO:0014741,Comorbid_With
Disease,H00281,Disease,Orphanet:167,Comorbid_With
Disease,H02138,Disease,H02037,Comorbid_With
Disease,H00263,Disease,H00932,Comorbid_With
Disease,MONDO:0012586,Disease,H00700,Comorbid_With
Disease,MONDO:0007806,Disease,H00467,Comorbid_With
Disease,H00181,Disease,EFO:0003105,Comorbid_With
Disease,H00071,Disease,H00892,Comorbid_With
Disease,Orphanet:306588,Disease,H02109,Comorbid_With
Disease,H01309,Disease,Orphanet:2268,Comorbid_With
Disease,H00123,Disease,Orphanet:2662,Comorbid_With
Disease,Orphanet:163961,Disease,H02370,Comorbid_With
Disease,EFO:1001142,Disease,H02106,Comorbid_With
Disease,MONDO:0009384,Disease,Orphanet:168549,Comorbid_With
Disease,Orphanet:3261,Disease,EFO:1000938,Comorbid_With
Disease,MONDO:0009305,Disease,H02256,Comorbid_With
Disease,Orphanet:1596,Disease,Orphanet:3261,Comorbid_With
Disease,H00681,Disease,H02068,Comorbid_With
Disease,Orphanet:2052,Disease,H01227,Comorbid_With
Disease,MONDO:0012057,Disease,Orphanet:397618,Comorbid_With
Disease,H02008,Disease,Orphanet:163717,Comorbid_With
Disease,H00125,Disease,H00123,Comorbid_With
Disease,H01182,Disease,H02344,Comorbid_With
Disease,H01683,Disease,EFO:0003113,Comorbid_With
Disease,H02119,Disease,H01195,Comorbid_With
Disease,H00700,Disease,Orphanet:2020,Comorbid_With
Disease,Orphanet:2796,Disease,EFO:1001496,Comorbid_With
Disease,Orphanet:786,Disease,Orphanet:306588,Comorbid_With
Disease,Orphanet:99807,Disease,H01368,Comorbid_With
Disease,H02043,Disease,H01376,Comorbid_With
Disease,Orphanet:1072,Disease,H00375,Comorbid_With
Disease,H00517,Disease,EFO:0010658,Comorbid_With
Disease,Orphanet:163961,Disease,Orphanet:2315,Comorbid_With
Disease,H02106,Disease,Orphanet:3219,Comorbid_With
Disease,H00839,Disease,EFO:1000938,Comorbid_With
Disease,Orphanet:31043,Disease,H01671,Comorbid_With
Disease,H02008,Disease,MONDO:0054782,Comorbid_With
Disease,Orphanet:1052,Disease,Orphanet:2353,Comorbid_With
Disease,H00409,Disease,Orphanet:314381,Comorbid_With
Disease,Orphanet:397618,Disease,Orphanet:124,Comorbid_With
Disease,MONDO:0000904,Disease,Orphanet:247827,Comorbid_With
Disease,H01193,Disease,Orphanet:124,Comorbid_With
Disease,H00070,Disease,Orphanet:99936,Comorbid_With
Disease,Orphanet:263508,Disease,EFO:1001036,Comorbid_With
Disease,H01182,Disease,H02389,Comorbid_With
Disease,H00899,Disease,EFO:0003105,Comorbid_With
Disease,H02119,Disease,EFO:0003113,Comorbid_With
Disease,H02232,Disease,H00599,Comorbid_With
Disease,H02232,Disease,Orphanet:124,Comorbid_With
Disease,H02138,Disease,H00947,Comorbid_With
Disease,EFO:1001142,Disease,Orphanet:141258,Comorbid_With
Disease,H02109,Disease,H00181,Comorbid_With
Disease,H00666,Disease,MONDO:0060533,Comorbid_With
Disease,Orphanet:1839,Disease,H00899,Comorbid_With
Disease,Orphanet:163961,Disease,Orphanet:786,Comorbid_With
Disease,H02109,Disease,H02330,Comorbid_With
Disease,H01193,Disease,H00071,Comorbid_With
Disease,H02109,Disease,MONDO:0060533,Comorbid_With
Disease,H00593,Disease,Orphanet:654,Comorbid_With
Disease,H02259,Disease,H01740,Comorbid_With
Disease,H01390,Disease,EFO:0005938,Comorbid_With
Disease,MONDO:0000904,Disease,H02279,Comorbid_With
Disease,Orphanet:163721,Disease,H00813,Comorbid_With
Disease,H00980,Disease,Orphanet:141258,Comorbid_With
Disease,Orphanet:3329,Disease,MONDO:0009384,Comorbid_With
Disease,EFO:1000938,Disease,H01193,Comorbid_With
Disease,H01182,Disease,H01250,Comorbid_With
Disease,H01177,Disease,Orphanet:314381,Comorbid_With
Disease,Orphanet:247,Disease,Orphanet:681,Comorbid_With
Disease,MONDO:0012586,Disease,H00775,Comorbid_With
Disease,Orphanet:90636,Disease,Orphanet:319552,Comorbid_With
Disease,Orphanet:329314,Disease,Orphanet:1072,Comorbid_With
Disease,H00181,Disease,Orphanet:2353,Comorbid_With
Disease,MONDO:0012590,Disease,H00787,Comorbid_With
Disease,H00606,Disease,H02106,Comorbid_With
Disease,H02092,Disease,Orphanet:654,Comorbid_With
Disease,H00517,Disease,H00530,Comorbid_With
Disease,H02068,Disease,MONDO:0060724,Comorbid_With
Disease,H02256,Disease,EFO:0003105,Comorbid_With
Disease,Orphanet:573,Disease,Orphanet:247827,Comorbid_With
Disease,H00574,Disease,EFO:1000938,Comorbid_With
Disease,Orphanet:168549,Disease,MONDO:0060533,Comorbid_With
Disease,Orphanet:65743,Phenotype,HP:0004592,Is_Associated_With
Disease,MONDO:0009669,Phenotype,HP:0008559,Is_Associated_With
Disease,Orphanet:2268,Phenotype,HP:0004940,Is_Associated_With
Disease,MONDO:0009669,Phenotype,HP:0005318,Is_Associated_With
Disease,H00420,Phenotype,HP:0003740,Is_Associated_With
Disease,H02256,Phenotype,HP:0006593,Is_Associated_With
Disease,Orphanet:79091,Phenotype,HP:0008751,Is_Associated_With
Disease,H02256,Phenotype,HP:0001852,Is_Associated_With
Disease,EFO:0010658,Phenotype,HP:0000586,Is_Associated_With
Disease,MONDO:0018559,Phenotype,HP:0001118,Is_Associated_With
Disease,H00896,Phenotype,HP:0000750,Is_Associated_With
Disease,Orphanet:99936,Phenotype,HP:0008321,Is_Associated_With
Disease,H01227,Phenotype,HP:0005537,Is_Associated_With
Disease,H00420,Phenotype,HP:0001852,Is_Associated_With
Disease,H00593,Phenotype,HP:0002882,Is_Associated_With
Disease,Orphanet:99,Phenotype,HP:0004180,Is_Associated_With
Disease,Orphanet:90794,Phenotype,HP:0005986,Is_Associated_With
Disease,H02138,Phenotype,HP:0008751,Is_Associated_With
Disease,Orphanet:2268,Phenotype,HP:0000567,Is_Associated_With
Disease,Orphanet:3329,Phenotype,HP:0002779,Is_Associated_With
Disease,Orphanet:97234,Phenotype,HP:0001169,Is_Associated_With
Disease,Orphanet:397618,Phenotype,HP:0004831,Is_Associated_With
Disease,H02037,Phenotype,HP:0004622,Is_Associated_With
Disease,MONDO:0014741,Phenotype,HP:0002717,Is_Associated_With
Disease,H02106,Phenotype,HP:0000646,Is_Associated_With
Disease,MONDO:0012590,Phenotype,HP:0000982,Is_Associated_With
Disease,H02008,Phenotype,HP:0000567,Is_Associated_With
Disease,H01117,Phenotype,HP:0000410,Is_Associated_With
Disease,H00593,Phenotype,HP:0005326,Is_Associated_With
Disease,EFO:0002506,Phenotype,HP:0005339,Is_Associated_With
Disease,Orphanet:99807,Phenotype,HP:0000308,Is_Associated_With
Disease,H02284,Phenotype,HP:0008751,Is_Associated_With
Disease,MONDO:0060533,Phenotype,HP:0007501,Is_Associated_With
Disease,H02284,Phenotype,HP:0000640,Is_Associated_With
Disease,H02259,Phenotype,HP:0008314,Is_Associated_With
Disease,H02232,Phenotype,HP:0006511,Is_Associated_With
Disease,MONDO:0009384,Phenotype,HP:0005357,Is_Associated_With
Disease,Orphanet:99843,Phenotype,HP:0000283,Is_Associated_With
Disease,Orphanet:163961,Phenotype,HP:0001852,Is_Associated_With
Disease,H00582,Phenotype,HP:0006256,Is_Associated_With
Disease,Orphanet:3261,Phenotype,HP:0005326,Is_Associated_With
Disease,Orphanet:319552,Phenotype,HP:0001852,Is_Associated_With
Disease,EFO:1001036,Phenotype,HP:0007530,Is_Associated_With
Disease,MONDO:0007564,Phenotype,HP:0000750,Is_Associated_With
Disease,H00912,Phenotype,HP:0005326,Is_Associated_With
Disease,Orphanet:124,Phenotype,HP:0002354,Is_Associated_With
Disease,H02279,Phenotype,HP:0000750,Is_Associated_With
Disease,H00700,Phenotype,HP:0003690,Is_Associated_With
Disease,H02232,Phenotype,HP:0000677,Is_Associated_With
Disease,H01760,Phenotype,HP:0007850,Is_Associated_With
Disease,Orphanet:572,Phenotype,HP:0004307,Is_Associated_With
Disease,Orphanet:90636,Phenotype,HP:0000847,Is_Associated_With
Disease,Orphanet:2662,Phenotype,HP:0002268,Is_Associated_With
Disease,Orphanet:228179,Phenotype,HP:0007513,Is_Associated_With
Disease,EFO:1001142,Phenotype,HP:0000656,Is_Associated_With
Disease,Orphanet:1072,Phenotype,HP:0003678,Is_Associated_With
Disease,H00131,Phenotype,HP:0003690,Is_Associated_With
Disease,H02044,Phenotype,HP:0002385,Is_Associated_With
Disease,H00896,Phenotype,HP:0001841,Is_Associated_With
Disease,H02232,Phenotype,HP:0000876,Is_Associated_With
Disease,H01390,Phenotype,HP:0002717,Is_Associated_With
Disease,Orphanet:163721,Phenotype,HP:0004180,Is_Associated_With
Disease,Orphanet:1839,Phenotype,HP:0001540,Is_Associated_With
Disease,Orphanet:163665,Phenotype,HP:0000998,Is_Associated_With
Disease,H02232,Phenotype,HP:0003988,Is_Associated_With
Disease,H01683,Phenotype,HP:0004831,Is_Associated_With
Disease,Orphanet:65743,Phenotype,HP:0007465,Is_Associated_With
Disease,Orphanet:314381,Phenotype,HP:0004940,Is_Associated_With
Disease,H02044,Phenotype,HP:0000677,Is_Associated_With
Disease,H02008,Phenotype,HP:0007889,Is_Associated_With
Disease,H01368,Phenotype,HP:0004997,Is_Associated_With
Disease,MONDO:0000904,Phenotype,HP:0008751,Is_Associated_With
Disease,H02256,Phenotype,HP:0002591,Is_Associated_With
Disease,H00517,Phenotype,HP:0004361,Is_Associated_With
Disease,Orphanet:90636,Phenotype,HP:0007020,Is_Associated_With
Disease,Orphanet:397618,Pathway,R-BTA-4551638,Modulates
Disease,Orphanet:31043,Pathway,R-HSA-165159,Modulates
Disease,Orphanet:99936,Pathway,R-MMU-69481,Modulates
Disease,H01028,Pathway,R-MMU-3371453,Modulates
Disease,H00751,Pathway,R-MMU-2142753,Modulates
Disease,Orphanet:681,Pathway,R-HSA-3371511,Modulates
Disease,H00813,Pathway,R-HSA-165159,Modulates
Disease,Orphanet:319552,Pathway,R-RNO-205017,Modulates
Disease,H00912,Pathway,R-BTA-69541,Modulates
Disease,Orphanet:1973,Pathway,hsa03440,Modulates
Disease,H00593,Pathway,hsa03440,Modulates
Disease,Orphanet:1973,Pathway,R-BTA-190704,Modulates
Disease,H01195,Pathway,R-RNO-209563,Modulates
Disease,EFO:1000938,Pathway,hsa04611,Modulates
Disease,H00286,Pathway,R-HSA-5689896,Modulates
Disease,EFO:0002506,Pathway,hsa04020,Modulates
Disease,Orphanet:98892,Pathway,hsa00310,Modulates
Disease,MONDO:0012586,Pathway,R-RNO-209563,Modulates
Disease,H02370,Pathway,hsa04350,Modulates
Disease,H00409,Pathway,R-BTA-74217,Modulates
Disease,H00813,Pathway,hsa01100,Modulates
Disease,H01227,Pathway,R-HSA-451927,Modulates
Disease,EFO:1000318,Pathway,R-BTA-2559585,Modulates
Disease,EFO:0003113,Pathway,R-BTA-400206,Modulates
Disease,H00838,Pathway,R-BTA-71403,Modulates
Disease,H00751,Pathway,hsa04974,Modulates
Disease,Orphanet:34526,Pathway,R-BTA-190704,Modulates
Disease,Orphanet:79091,Pathway,hsa04512,Modulates
Disease,H01368,Pathway,R-HSA-205017,Modulates
Disease,Orphanet:1052,Pathway,R-MMU-444257,Modulates
Disease,Orphanet:306588,Pathway,hsa04024,Modulates
Disease,MONDO:0018559,Pathway,hsa03008,Modulates
Disease,H00070,Pathway,R-MMU-196757,Modulates
Disease,H00606,Pathway,hsa04218,Modulates
Disease,H00912,Pathway,hsa04977,Modulates
Disease,Orphanet:247827,Pathway,hsa04360,Modulates
Disease,MONDO:0012590,Pathway,R-BTA-975957,Modulates
Disease,H00286,Pathway,hsa04977,Modulates
Disease,H00265,Pathway,hsa01212,Modulates
Disease,H02008,Pathway,R-HSA-451927,Modulates
Disease,Orphanet:2850,Pathway,R-MMU-1483248,Modulates
Disease,Orphanet:1973,Pathway,R-RNO-211981,Modulates
Disease,H02389,Pathway,hsa04024,Modulates
Disease,H00700,Pathway,R-RNO-5578775,Modulates
Disease,MONDO:0060533,Pathway,R-HSA-167160,Modulates
Disease,Orphanet:163721,Pathway,R-RNO-6794361,Modulates
Disease,H00773,Pathway,R-MMU-156588,Modulates
Disease,H01400,Pathway,hsa04115,Modulates
Disease,H00666,Pathway,hsa04146,Modulates
Disease,MONDO:0007631,Pathway,R-RNO-6785631,Modulates
Disease,Orphanet:2315,Pathway,hsa04922,Modulates
Disease,H00599,Pathway,hsa04218,Modulates
Disease,Orphanet:79091,Pathway,hsa04721,Modulates
Disease,H00181,Pathway,R-HSA-3359473,Modulates
Disease,H02008,Pathway,R-HSA-110314,Modulates
Disease,EFO:0005938,Pathway,R-HSA-140837,Modulates
Disease,H00125,Pathway,R-MMU-3000178,Modulates
Disease,Orphanet:163717,Pathway,hsa04310,Modulates
Disease,MONDO:0054782,Pathway,R-HSA-6791461,Modulates
Disease,Orphanet:79346,Pathway,R-RNO-2024101,Modulates
Disease,H01762,Pathway,R-RNO-71032,Modulates
Disease,Orphanet:65743,Pathway,R-HSA-6791461,Modulates
Disease,H01390,Pathway,R-HSA-983231,Modulates
Disease,H00131,Pathway,R-HSA-4720475,Modulates
Disease,Orphanet:2052,Pathway,hsa04142,Modulates
Disease,Orphanet:1143,Pathway,R-HSA-418359,Modulates
Disease,Orphanet:139518,Pathway,R-HSA-4720475,Modulates
Disease,H02044,Pathway,hsa04974,Modulates
Disease,Orphanet:3329,Pathway,R-BTA-975957,Modulates
Disease,H00540,Pathway,hsa04380,Modulates
Disease,H00882,Pathway,hsa03420,Modulates
Disease,H02092,Pathway,R-RNO-201451,Modulates
Disease,Orphanet:86820,Pathway,R-MMU-3000178,Modulates
Disease,EFO:0002506,Pathway,R-HSA-4720475,Modulates
Disease,H01253,Pathway,hsa00603,Modulates
Disease,Orphanet:124,Pathway,R-BTA-3214847,Modulates
Disease,Orphanet:1052,Pathway,hsa04360,Modulates
Disease,Orphanet:1072,Pathway,hsa00250,Modulates
Disease,Orphanet:1973,Pathway,hsa04210,Modulates
Disease,Orphanet:681,Pathway,R-HSA-110056,Modulates
Disease,EFO:1000318,Pathway,R-HSA-5689896,Modulates
Disease,Orphanet:1505,Pathway,R-HSA-3371511,Modulates
Disease,H00947,Pathway,hsa04146,Modulates
Disease,EFO:1000938,Pathway,hsa04142,Modulates
Disease,H00701,Pathway,hsa00531,Modulates
Disease,H00892,Drug,DB04648,Is_Treated_By
Disease,Orphanet:139518,Drug,DB03053,Is_Treated_By
Disease,H02109,Drug,DB01879,Is_Treated_By
Disease,H01523,Drug,DB00327,Is_Treated_By
Disease,Orphanet:99000,Drug,DB00376,Is_Treated_By
Disease,H01253,Drug,DB05332,Is_Treated_By
Disease,H01307,Drug,DB00241,Is_Treated_By
Disease,Orphanet:2268,Drug,DB01991,Is_Treated_By
Disease,H01195,Drug,DB01178,Is_Treated_By
Disease,H01683,Drug,DB00808,Is_Treated_By
Disease,EFO:1001036,Drug,DB02338,Is_Treated_By
Disease,EFO:0005140,Drug,DB01422,Is_Treated_By
Disease,Orphanet:247,Drug,DB01991,Is_Treated_By
Disease,H01376,Drug,DB05351,Is_Treated_By
Disease,MONDO:0009669,Drug,DB00566,Is_Treated_By
Disease,H00599,Drug,DB01991,Is_Treated_By
Disease,MONDO:0054782,Drug,DB03871,Is_Treated_By
Disease,Orphanet:163721,Drug,DB02431,Is_Treated_By
Disease,MONDO:0007631,Drug,DB04065,Is_Treated_By
Disease,H01390,Drug,DB06090,Is_Treated_By
Disease,Orphanet:228179,Drug,DB01852,Is_Treated_By
Disease,Orphanet:98773,Drug,DB03721,Is_Treated_By
Disease,EFO:1000938,Drug,DB00940,Is_Treated_By
Disease,Orphanet:3219,Drug,DB00376,Is_Treated_By
Disease,EFO:1001496,Drug,DB02431,Is_Treated_By
Disease,H00540,Drug,DB03095,Is_Treated_By
Disease,Orphanet:307766,Drug,DB02484,Is_Treated_By
Disease,H01973,Drug,DB03949,Is_Treated_By
Disease,Orphanet:2850,Drug,DB03966,Is_Treated_By
Disease,Orphanet:254892,Drug,DB00566,Is_Treated_By
Disease,Orphanet:263508,Drug,DB02895,Is_Treated_By
Disease,Orphanet:2850,Drug,DB05383,Is_Treated_By
Disease,Orphanet:329314,Drug,DB03053,Is_Treated_By
Disease,Orphanet:314381,Drug,DB02484,Is_Treated_By
Disease,Orphanet:572,Drug,DB01169,Is_Treated_By
Disease,Orphanet:3261,Drug,DB00954,Is_Treated_By
Disease,Orphanet:247,Drug,DB05814,Is_Treated_By
Disease,H00932,Drug,DB02338,Is_Treated_By
Disease,H02037,Drug,DB06468,Is_Treated_By
Disease,Orphanet:98773,Drug,DB01169,Is_Treated_By
Disease,Orphanet:79095,Drug,DB01929,Is_Treated_By
Disease,Orphanet:1505,Drug,DB02895,Is_Treated_By
Disease,Orphanet:254892,Drug,DB02147,Is_Treated_By
Disease,H00131,Drug,DB01610,Is_Treated_By
Disease,Orphanet:98773,Drug,DB04285,Is_Treated_By
Disease,H01195,Drug,DB03562,Is_Treated_By
Disease,H02389,Drug,DB03938,Is_Treated_By
Disease,MONDO:0009384,Drug,DB01783,Is_Treated_By
Disease,Orphanet:65743,Drug,DB04285,Is_Treated_By
Disease,H02119,Drug,DB03192,Is_Treated_By
Domain,IPR009038,Function,GO:0009986,Has
Domain,IPR011625,Function,GO:0006906,Has
Domain,IPR005101,Function,GO:0005903,Has
Domain,IPR015019,Function,GO:0005813,Has
Domain,IPR041680,Function,GO:0001933,Has
Domain,IPR013746,Function,GO:0043552,Has
Domain,IPR013500,Function,GO:0031965,Has
Domain,IPR013194,Function,GO:1990416,Has
Domain,IPR045703,Function,GO:0045725,Has
Domain,IPR017930,Function,GO:0016323,Has
Domain,IPR013746,Function,GO:0034378,Has
Domain,IPR019575,Function,GO:0006974,Has
Domain,IPR013216,Function,GO:0038083,Has
Domain,IPR021645,Function,GO:0048010,Has
Domain,IPR032040,Function,GO:0031090,Has
Domain,IPR021566,Function,GO:1990416,Has
Domain,IPR015377,Function,GO:0043552,Has
Domain,IPR033768,Function,GO:0103095,Has
Domain,IPR015015,Function,GO:0043394,Has
Domain,IPR033768,Function,GO:0016323,Has
Domain,IPR004160,Function,GO:0045429,Has
Domain,IPR029453,Function,GO:0035255,Has
Domain,IPR008758,Function,GO:0014003,Has
Domain,IPR017930,Function,GO:0000792,Has
Domain,IPR001305,Function,GO:0046982,Has
Domain,IPR040663,Function,GO:0015485,Has
Domain,IPR015015,Function,GO:0030165,Has
Domain,IPR013194,Function,GO:0030449,Has
Domain,IPR000268,Function,GO:0003700,Has
Domain,IPR015371,Function,GO:0007565,Has
Domain,IPR007012,Function,GO:0006974,Has
Domain,IPR012981,Function,GO:0060322,Has
Domain,IPR002638,Function,GO:0051301,Has
Domain,IPR001810,Function,GO:0006816,Has
Domain,IPR020438,Function,GO:0003682,Has
Domain,IPR000268,Function,GO:0034707,Has
Domain,IPR013243,Function,GO:0043552,Has
Domain,IPR004088,Function,GO:0052689,Has
Domain,IPR004600,Function,GO:0005813,Has
Domain,IPR032699,Function,GO:0052689,Has
Domain,IPR015015,Function,GO:0006816,Has
Domain,IPR020438,Function,GO:0005737,Has
Domain,IPR032042,Function,GO:1905872,Has
Domain,IPR012934,Function,GO:0030449,Has
Domain,IPR007012,Function,GO:0005829,Has
Domain,IPR008758,Function,GO:0097361,Has
Domain,IPR012981,Function,GO:0038083,Has
Domain,IPR013194,Function,GO:0005813,Has
Domain,IPR000268,Function,GO:0005522,Has
Domain,IPR005199,Function,GO:0035970,Has
Domain,IPR005199,Location,ECO:0000323,Has
Domain,IPR007012,Location,ECO:0000323,Has
Domain,IPR001581,Location,ECO:0000323,Has
Domain,IPR024974,Location,ECO:0000323,Has
Domain,IPR001811,Location,ECO:0000323,Has
Domain,IPR001130,Location,ECO:0000323,Has
Domain,IPR013934,Location,ECO:0000323,Has
Domain,IPR025697,Location,ECO:0000323,Has
Domain,IPR001254,Location,ECO:0000323,Has
Domain,IPR002017,Location,ECO:0000323,Has
Domain,IPR039064,Location,ECO:0000323,Has
Domain,IPR011263,Location,ECO:0000323,Has
Domain,IPR045703,Location,ECO:0000323,Has
Domain,IPR025749,Location,ECO:0000323,Has
Domain,IPR012981,Location,ECO:0000323,Has
Domain,IPR044046,Location,ECO:0000323,Has
Domain,IPR014940,Location,ECO:0000323,Has
Domain,IPR013500,Location,ECO:0000323,Has
Domain,IPR029453,Location,ECO:0000323,Has
Domain,IPR024767,Location,ECO:0000323,Has
Domain,IPR002773,Location,ECO:0000323,Has
Domain,IPR015371,Location,ECO:0000323,Has
Domain,IPR015377,Location,ECO:0000323,Has
Domain,IPR040459,Location,ECO:0000323,Has
Domain,IPR004104,Location,ECO:0000323,Has
Domain,IPR029452,Location,ECO:0000323,Has
Domain,IPR004123,Location,ECO:0000323,Has
Domain,IPR041291,Location,ECO:0000323,Has
Domain,IPR006011,Location,ECO:0000323,Has
Domain,IPR023780,Location,ECO:0000323,Has
Domain,IPR015015,Location,ECO:0000323,Has
Domain,IPR013216,Location,ECO:0000323,Has
Domain,IPR014830,Location,ECO:0000323,Has
Domain,IPR024548,Location,ECO:0000323,Has
Domain,IPR005065,Location,ECO:0000323,Has
Domain,IPR019533,Location,ECO:0000323,Has
